"Committee","MTG #","Date","Start Time","End Time","Location"
"Toronto and East York Community Council","13","2012-02-14","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","14","2012-03-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","15","2012-04-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","16","2012-05-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","17","2012-06-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","18","2012-09-11","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","19","2012-10-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","20","2012-11-06","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","21","2013-01-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","22","2013-02-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","23","2013-04-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","24","2013-05-14","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","25","2013-06-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","26","2013-09-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","27","2013-10-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","28","2013-11-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","29","2014-01-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","30","2014-02-25","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","31","2014-04-08","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","32","2014-05-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","33","2014-06-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","34","2014-08-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","1","2012-03-23","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","2","2012-04-26","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","3","2012-05-16","09:00 AM","12:30 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","4","2012-11-21","01:00 PM","02:00 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","5","2013-05-15","11:00 AM","12:30 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 1","6","2013-05-27","11:00 AM","01:30 PM","Committee Room 3, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 2","1","2012-03-22","09:30 AM","11:30 AM","Committee Room 3, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 2","2","2012-04-16","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council Arena Board Nominating Panel 2","3","2012-05-16","08:30 AM","10:00 PM","Committee Room 3, City Hall"
"Toronto and East York Community Council Casino Subcommittee","1","2013-01-11","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Toronto and East York Community Council Casino Subcommittee","2","2013-05-01","01:30 PM","06:00 PM","Committee Room 2, City Hall"
